,feat1,feat2,feat3,target
70,0.2615460379995159,0.6499872378917418,a,0.5016248184201011
71,0.7881336359903377,0.9481097487500617,b,1.1666839658416908
72,0.5467737881741178,0.8334894198973463,b,0.8343436866805124
73,0.8544492999249303,0.6545040455434206,a,1.1424275380651385
74,0.3848988426352009,0.6761856461887489,b,0.6500421514577918
75,0.429802099677579,0.28784640219752244,a,0.5429632014558672
76,0.23702817214334937,0.9079422807798437,b,0.6042445913945039
77,0.9587638965359732,0.4186506497586612,b,1.0876392758012552
78,0.8380479802351029,0.995527519768475,c,1.2226243888578043
79,0.816606619675575,0.9025506148240422,c,1.1201486251032682
80,0.25676593186025654,0.008753488878459503,c,0.30556304378082483
81,0.12002185318306025,0.11189029365839442,c,0.17247438960495728
82,0.8795931393565074,0.30023494797207895,b,0.979860117719382
83,0.248497375241285,0.4998416617637549,b,0.4646591305437426
84,0.2628001532929122,0.8854147361710236,b,0.5409499477188143
85,0.7461019728285054,0.39090184362992464,a,0.8819080878043324
86,0.8113124090930143,0.271620349336668,a,0.9286912549018375
87,0.6991918042153331,0.0346996449414918,c,0.7161105199593826
88,0.09352431065174671,0.7545825353512775,c,0.3275540551352318
89,0.9335827756877979,0.844532057493255,b,1.2770806204955016
90,0.594650787305622,0.4716468870058753,b,0.8032412163156119
91,0.6078197961637887,0.05479155000354652,c,0.6892509120530476
92,0.08744861493440836,0.4123000397332781,a,0.29362971053229203
93,0.34342530399944227,0.5565372786212731,c,0.5210289608883252
94,0.33316647409231437,0.434532099357548,c,0.533126837866985
95,0.04211619624559715,0.5309402507399994,a,0.2014828760402654
96,0.20854802668313643,0.30624977035288825,a,0.347235550740022
97,0.5300062839203948,0.6657176190361733,a,0.7703077529970406
98,0.017166184687206765,0.024977943886428267,b,0.06557723088034537
99,0.32943357008325436,0.2949315936205721,b,0.4804889506944033
